Year	CAJA	habitat	anillaM	anillaH	FP	TP	NP	NPRIP	EDREALM	EDRETM	PESOM	TARSOM	EDREALH	EDRETH	PESOH	TARSOH	ACAROBOLSA	ACAROcual	NPUPAS	PUPASCUAL	TempIncub	VarTApril	MeanTApril	MinTApril	MaxTApril
2009	63_MT	Montesclaros	FV4633	FC1246	39	4	4	0	2	2	13.34	19.51	3	2	NA	20.42	2	0	3	1	24.1	11.5	10	5.5	17
2009	65_MT	Montesclaros	FC1726	FC1394	21	7	6	0	2	2	12.73	19.47	2	2	NA	18.6	4	0	0	0	17.8	11.5	10	5.5	17
2009	66_MT	Montesclaros	FV4054	FV4042	17	4	3	0	2	2	12.68	19.9	2	2	NA	18.83	0	0	0	0	19.1	11.5	10	5.5	17
2009	68_MT	Montesclaros	EJ0522	FC1497	24	5	4	0	3	2	12.35	19.87	2	2	NA	19.72	30	1	0	0	19	11.5	10	5.5	17
2009	M1_MT	Montesclaros	zz318748	FC1239	17	7	6	0	3	2	12.51	20.32	4	2	NA	19.5	20	1	0	0	18.2	11.5	10	5.5	17
2009	M3_MT	Montesclaros	FC1526	EJ0156	12	6	6	0	4	2	12.11	19.99	3	2	NA	19.64	0	0	0	0	17.6	11.5	10	5.5	17
2009	M4_MT	Montesclaros	FV4070	EJ0395	18	6	6	0	2	2	12.07	20.23	3	2	NA	18.81	0	0	7	1	17.5	11.5	10	5.5	17
2009	A_MT	Montesclaros	EA8729	FC1079	16	6	5	0	3	2	12.31	19.63	2	2	NA	19.82	0	0	0	0	18.8	11.5	10	5.5	17
2009	C_MT	Montesclaros	CX6321	FC1362	15	4	4	0	7	2	11.76	18.93	2	2	NA	19.28	30	1	0	0	18	11.5	10	5.5	17
2009	E_MT	Montesclaros	FC1642	EJ0432	14	6	6	0	3	2	12.22	19.14	3	2	NA	19.08	0	0	11	1	18.7	11.5	10	5.5	17
2009	V_MT	Montesclaros	NA	FV4606	26	6	3	3	NA	NA	NA	NA	2	2	NA	19.54	5	0	1	1	19.7	11.5	10	5.5	17
2009	P1H_09	Hiruela	FV4605	FC1619	27	5	4	0	2	2	12.17	18.79	4	2	NA	19.15	30	1	7	1	19.7	11.5	10	5.5	17
2009	P2H_09	Hiruela	FV4010	FV4629	31	5	4	0	2	2	11.91	19.12	2	2	NA	19.53	120	1	0	0	19.6	11.5	10	5.5	17
2009	P7H_09	Hiruela	EJ0490	FC1615	29	5	5	0	3	2	12.07	18.43	2	2	NA	19.29	4	0	0	0	19.6	11.5	10	5.5	17
2009	P9H_09	Hiruela	FC1194	FC1436	26	6	6	0	2	2	13.13	19.69	2	2	NA	18.62	0	0	2	1	19.3	11.5	10	5.5	17
2009	P10H_09	Hiruela	FV4049	FV4625	30	5	NA	NA	2	2	12.04	18.55	2	2	NA	19.52	NA	NA	NA	NA	19.5	11.5	10	5.5	17
2009	hole_circa_47H	Hiruela	EA8747	FV4095	NA	NA	NA	NA	1	1	12.3	19.08	2	2	NA	21.08	NA	NA	NA	NA	NA	11.5	10	5.5	17
2010	1H	Hiruela	FV4024	FC1061	27	6	4	0	3	2	12.69	19.5	6	2	NA	19.19	0	0	0	0	18.7	13.5	11.9	6.2	19.7
2010	3H	Hiruela	FV4024	KH0099	29	6	3	3	3	2	NA	NA	2	2	NA	19.42	NA	NA	3	1	17.3	13.5	11.9	6.2	19.7
2010	5H	Hiruela	KH0017	EA1202	22	5	5	0	2	2	12.39	19.38	6	2	NA	19.59	0	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	7H	Hiruela	NA	NA	37	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	11.9	6.2	19.7
2010	9H	Hiruela	FV4008	EJ0481	25	6	6	0	3	2	12.69	19.37	4	2	NA	19.83	4	0	0	0	18.9	13.5	11.9	6.2	19.7
2010	11H	Hiruela	NA	FV4616	53	4	NA	NA	NA	NA	NA	NA	1	1	NA	19.53	NA	NA	7	1	24.1	13.5	11.9	6.2	19.7
2010	15H	Hiruela	KH0001	KH0068	26	6	5	1	2	2	13.37	19.71	2	2	NA	19.48	0	0	0	0	18.8	13.5	11.9	6.2	19.7
2010	15H	Hiruela	NA	FC1752	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	19.89	NA	NA	NA	NA	NA	13.5	11.9	6.2	19.7
2010	19H	Hiruela	NA	NA	23	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.7	13.5	11.9	6.2	19.7
2010	21H	Hiruela	EJ0149	EA8718	24	6	5	0	4	2	12.64	18.58	4	2	NA	19.24	60	1	0	0	19.4	13.5	11.9	6.2	19.7
2010	25H	Hiruela	NA	KH0400	31	3	3	0	NA	NA	NA	NA	1	1	NA	19.2	0	0	7	1	16.9	13.5	11.9	6.2	19.7
2010	29H	Hiruela	FV4066	wz318487	22	6	6	0	3	2	12.25	18.55	2	2	NA	18.48	0	0	0	0	19.9	13.5	11.9	6.2	19.7
2010	31H	Hiruela	KH0069	wz318512	28	5	4	0	2	2	11.61	18.69	2	2	NA	20.01	0	0	0	0	18.3	13.5	11.9	6.2	19.7
2010	33H	Hiruela	KH0010	KH0009	21	5	5	0	2	2	12.08	19.2	2	2	NA	18.23	0	0	0	0	20.3	13.5	11.9	6.2	19.7
2010	35H	Hiruela	KH0051	O45457	25	6	5	1	2	2	11.6	18.46	2	2	NA	18.11	2	0	1	1	19.1	13.5	11.9	6.2	19.7
2010	37H	Hiruela	FC1447	FV4662	24	5	5	0	3	2	12.97	19.39	2	2	NA	18.6	0	0	1	1	19.7	13.5	11.9	6.2	19.7
2010	39H	Hiruela	FC1364	FV4041	25	5	5	0	3	2	12.53	18.41	3	2	NA	19.24	2	0	24	1	19.4	13.5	11.9	6.2	19.7
2010	39H	Hiruela	KH0037	NA	NA	NA	0	NA	1	1	12.15	18.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	11.9	6.2	19.7
2010	43H	Hiruela	FV4050	KH0013	23	5	5	0	3	2	12.01	19.35	2	2	NA	19.63	0	0	0	0	19.9	13.5	11.9	6.2	19.7
2010	45H	Hiruela	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	11.9	6.2	19.7
2010	47H	Hiruela	NA	FV4398	25	6	5	0	NA	NA	NA	NA	3	2	NA	19.02	0	0	7	1	19.1	13.5	11.9	6.2	19.7
2010	49H	Hiruela	KH0003	KH0053	26	5	4	1	2	2	12.46	18.73	2	2	NA	19.62	0	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	51H	Hiruela	EJ0358	FV4095	25	6	6	0	4	2	12.63	19.32	3	2	NA	20.93	0	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	55H	Hiruela	CX6269	FV4043	26	7	0	5	6	2	11.65	19.92	3	2	NA	20.12	NA	NA	NA	NA	18.3	13.5	11.9	6.2	19.7
2010	59H	Hiruela	KH0012	KH0014	24	6	5	1	2	2	11.54	18.6	2	2	NA	19.61	0	0	0	0	20.6	13.5	11.9	6.2	19.7
2010	63H	Hiruela	FV4057	KH0040	23	6	6	0	3	2	11.71	18.8	4	2	NA	20.35	0	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	65H	Hiruela	FC1462	FC1258	23	6	6	0	3	2	12.79	19.89	3	2	NA	20.17	0	0	NA	NA	19.7	13.5	11.9	6.2	19.7
2010	71H	Hiruela	KH0015	FC1380	23	5	5	0	1	1	12.19	19.37	5	2	NA	19.71	0	0	0	0	19.9	13.5	11.9	6.2	19.7
2010	75H	Hiruela	FC1181	KH0002	32	4	4	0	3	2	13.71	19.64	2	2	NA	18.81	0	0	6	1	16.2	13.5	11.9	6.2	19.7
2010	79H	Hiruela	FV4799	FV4065	25	6	6	0	3	2	NA	19.09	3	2	NA	19.11	0	0	3	1	19.1	13.5	11.9	6.2	19.7
2010	81H	Hiruela	FV4020	FC1322	25	6	6	0	3	2	12.33	18.94	3	2	NA	19.52	1	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	85H	Hiruela	FV4743	wz317770	25	5	4	0	1	1	11.74	18.65	2	2	NA	19.9	1	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	89H	Hiruela	zz318428	FV4012	25	6	5	0	2	2	12.72	18.92	3	2	NA	19.56	0	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	93H	Hiruela	NA	FV4202	50	4	3	NA	NA	NA	NA	NA	1	1	NA	19.17	NA	NA	5	1	23.2	13.5	11.9	6.2	19.7
2010	95H	Hiruela	FV4056	EA8605	25	7	7	0	3	2	11.98	18.63	4	2	NA	18.92	0	0	3	1	19	13.5	11.9	6.2	19.7
2010	97H	Hiruela	KH0060	FV4463	25	5	4	0	1	1	12.13	19.05	1	1	NA	19.55	7	0	0	0	18.9	13.5	11.9	6.2	19.7
2010	99H	Hiruela	FV4040	EA8731	34	5	5	0	3	2	11.91	19.54	4	2	NA	20.3	2	0	0	0	14.6	13.5	11.9	6.2	19.7
2010	100H	Hiruela	FC1538	KH0025	23	6	6	0	3	2	11.94	19.35	1	1	NA	19.26	0	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	101H	Hiruela	EA8738	KH0004	24	6	6	0	4	2	12.35	19.56	2	2	NA	19.43	4	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	102H	Hiruela	FC1374	KH0024	25	5	5	0	3	2	12.66	19.59	2	2	NA	19.39	1	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	104H	Hiruela	EA8732	FV4356	25	6	6	0	4	2	12.88	19.72	1	1	NA	19.77	4	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	105H	Hiruela	FV4446	FV4235	23	4	4	0	1	1	12.95	19.12	1	1	NA	18.83	2	0	2	1	20.6	13.5	11.9	6.2	19.7
2010	107H	Hiruela	zz318481	FV4064	23	6	6	0	2	2	13.17	18.88	3	2	NA	19.68	2	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	109H	Hiruela	KH0061	NA	NA	NA	NA	NA	2	2	12.42	18.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	11.9	6.2	19.7
2010	109H	Hiruela	FV4273	EA8782	25	5	4	0	1	1	12.34	18.64	2	2	NA	19.22	2	0	8	1	18.9	13.5	11.9	6.2	19.7
2010	111H	Hiruela	AK5781	KH0062	25	6	6	0	2	2	NA	19.17	2	2	NA	19.03	0	0	4	1	19.1	13.5	11.9	6.2	19.7
2010	112H	Hiruela	FC1500	EA1207	23	6	6	0	3	2	12.58	18.17	5	2	NA	19.35	0	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	DH_1	Hiruela	EA1241	KH0055	26	6	5	0	5	2	NA	NA	2	2	NA	18.63	5	0	0	0	19	13.5	11.9	6.2	19.7
2010	DH_5	Hiruela	zz318485	FV4627	25	6	4	2	2	2	12.39	19.05	3	2	NA	19.74	4	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	DH_9	Hiruela	EA8738	wz318910	24	6	6	0	4	2	12.2	19.56	3	2	NA	19.11	1	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	DH_12	Hiruela	KH0041	FV4030	25	5	5	0	2	2	12.6	18.68	1	1	NA	19.99	6	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	DH_17	Hiruela	NA	KH0719	40	5	4	0	NA	NA	NA	NA	1	1	NA	19.67	14	1	NA	1	17.9	13.5	11.9	6.2	19.7
2010	DH_18	Hiruela	FV4053	FC1058	24	7	7	0	3	2	12.28	19.35	3	2	NA	19.33	0	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	DH_19	Hiruela	FC1301	KH0016	22	6	5	0	5	2	12.93	20.14	2	2	NA	19.5	4	0	55	1	19.9	13.5	11.9	6.2	19.7
2010	2H	Hiruela	KH0018	wz317769	23	5	5	0	2	2	12.76	19.66	2	2	NA	19.88	0	0	1	1	19.5	13.5	11.9	6.2	19.7
2010	4H	Hiruela	NA	wz318553	23	6	5	0	NA	NA	NA	NA	2	2	NA	18.67	0	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	6H	Hiruela	FC1143	KH0100	24	6	5	0	3	2	NA	NA	1	1	NA	20.72	0	0	7	1	17.7	13.5	11.9	6.2	19.7
2010	8H	Hiruela	FC1143	FV4031	38	6	4	1	3	2	12.38	19.63	1	1	NA	19.35	11	1	0	0	17.1	13.5	11.9	6.2	19.7
2010	10H	Hiruela	NA	KH0029	24	6	NA	NA	NA	NA	NA	NA	2	2	NA	19.38	NA	NA	NA	NA	19.4	13.5	11.9	6.2	19.7
2010	12H	Hiruela	KH0030	KH0048	25	5	5	0	2	2	12.48	20.21	2	2	NA	19.57	3	0	3	1	19.4	13.5	11.9	6.2	19.7
2010	14H	Hiruela	KH0030	FC1753	26	5	5	0	2	2	NA	NA	3	2	NA	18.86	2	0	0	0	19.6	13.5	11.9	6.2	19.7
2010	16H	Hiruela	FC1371	KH0031	24	6	6	0	3	2	12.71	19.61	2	2	NA	19	5	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	18H	Hiruela	FC1010	KH0066	24	7	6	1	5	2	12.14	20.02	2	2	NA	19.66	0	0	1	1	19.1	13.5	11.9	6.2	19.7
2010	20H	Hiruela	EA8744	FC1461	22	6	5	1	2	2	12.31	20.5	5	2	NA	19.86	0	0	0	0	19.9	13.5	11.9	6.2	19.7
2010	24H	Hiruela	KH0034	FV4629	24	6	5	0	2	2	12.03	18.66	3	2	NA	19.75	7	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	26H	Hiruela	KH0459	NA	NA	NA	NA	NA	2	2	13.35	19.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5	11.9	6.2	19.7
2010	26H	Hiruela	FC1487	FC1718	22	5	5	0	3	2	12.15	19.03	3	2	NA	19.32	0	0	5	1	20.3	13.5	11.9	6.2	19.7
2010	28H	Hiruela	EJ0396	KH0033	24	6	5	0	4	2	12.5	19.22	2	2	NA	20	1	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	30H	Hiruela	zz318541	FC1287	24	5	4	0	2	2	12.04	18.39	3	2	NA	19.35	1	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	32H	Hiruela	FV4010	EA1320	22	6	6	0	3	2	11.78	19.2	5	2	NA	19.53	0	0	0	0	19.9	13.5	11.9	6.2	19.7
2010	36H	Hiruela	KH0036	wz318721	25	5	5	0	1	1	13.06	19.52	3	2	NA	19.37	50	1	0	0	19.4	13.5	11.9	6.2	19.7
2010	38H	Hiruela	zz318506	KH0035	24	6	4	2	2	2	12.47	18.78	2	2	NA	19.89	0	0	16	1	19.4	13.5	11.9	6.2	19.7
2010	42H	Hiruela	EJ0422	KH0038	24	6	6	0	4	2	11.69	19.67	2	2	NA	18.95	0	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	44H	Hiruela	KH0049	FV4051	26	5	5	0	2	2	12.03	18.68	3	2	NA	19.76	6	0	5	1	19.1	13.5	11.9	6.2	19.7
2010	48H	Hiruela	KH0039	FV4626	24	5	4	0	2	2	12.63	19.25	2	2	NA	19.9	0	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	50H	Hiruela	FV4132	FC1346	25	6	5	0	1	1	11.67	20.06	3	2	NA	19.02	0	0	0	0	18.9	13.5	11.9	6.2	19.7
2010	54H	Hiruela	zz318439	FC1261	24	5	5	0	2	2	12.08	19.14	3	2	NA	19.98	6	0	14	1	19.7	13.5	11.9	6.2	19.7
2010	56H	Hiruela	KH0063	KH0064	26	6	6	0	2	2	12.12	19.63	2	2	NA	19.3	6	0	0	0	18.8	13.5	11.9	6.2	19.7
2010	60H	Hiruela	FV4058	KH0054	25	5	5	0	3	2	12.65	20.84	1	1	NA	NA	1	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	66H	Hiruela	KH0050	KH0052	25	5	2	1	2	2	12.51	19.67	1	1	NA	18.93	0	0	NA	NA	18.9	13.5	11.9	6.2	19.7
2010	68H	Hiruela	FV4632	FC1383	25	6	4	0	3	2	11.17	18.86	5	2	NA	20.46	1	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	72H	Hiruela	FV4015	FV4039	24	5	5	0	1	1	12.3	19.42	3	2	NA	19.18	0	0	12	1	19.7	13.5	11.9	6.2	19.7
2010	74H	Hiruela	zz318462	FC1551	24	6	6	0	2	2	12.29	18.58	3	2	NA	18.77	17	1	0	0	19.4	13.5	11.9	6.2	19.7
2010	76H	Hiruela	CX6205	FC1615	24	4	4	0	8	2	12.12	19.07	3	2	NA	18.98	0	0	0	0	19.5	13.5	11.9	6.2	19.7
2010	82H	Hiruela	FV4011	FV4022	22	6	6	0	3	2	11.19	19.78	3	2	NA	19.9	0	0	0	0	20.6	13.5	11.9	6.2	19.7
2010	88H	Hiruela	KH0065	FC1384	25	6	0	NA	2	2	12.7	20.48	5	2	NA	19.75	NA	NA	NA	NA	18.9	13.5	11.9	6.2	19.7
2010	94H	Hiruela	FC1275	KH0067	27	5	5	0	4	2	12.15	20.7	2	2	NA	20.1	0	0	3	1	18.6	13.5	11.9	6.2	19.7
2010	EX_2	Hiruela	FC1097	EA8737	26	3	3	0	3	2	12.39	19.51	3	2	NA	20.36	0	0	0	0	18.4	13.5	11.9	6.2	19.7
2010	EX_3	Hiruela	zz317775	KH0044	26	5	4	1	2	2	12.17	19.05	1	1	NA	18.5	0	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	EX_4	Hiruela	KH0032	EA8736	25	5	0	NA	2	2	12.09	19.1	4	2	NA	18.46	NA	NA	NA	NA	19.4	13.5	11.9	6.2	19.7
2010	EX_5	Hiruela	FV4044	EJ0325	23	6	5	1	3	2	11.79	18.97	4	2	NA	19.6	1	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	EX_6	Hiruela	NA	NA	26	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	1	18.8	13.5	11.9	6.2	19.7
2010	EX_7	Hiruela	O45475	KH0021	23	5	5	0	4	2	12.51	18.63	2	2	NA	19.19	1	0	0	0	19.5	13.5	11.9	6.2	19.7
2010	EX_9	Hiruela	EA1051	FV4047	23	5	5	0	5	2	12.47	19.31	3	2	NA	20.27	2	0	0	0	19.9	13.5	11.9	6.2	19.7
2010	EX_13	Hiruela	FC1192	FC1436	24	6	6	0	3	2	12.25	19.59	3	2	NA	18.82	0	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	EX_14	Hiruela	FC1163	EA8743	23	6	4	1	3	2	NA	18.76	2	2	NA	18.35	0	0	34	1	19.7	13.5	11.9	6.2	19.7
2010	EX_16	Hiruela	KH0022	KH0023	24	5	5	0	2	2	12.07	19	2	2	NA	19.41	4	0	9	1	19.7	13.5	11.9	6.2	19.7
2010	EX_17	Hiruela	KH0045	KH0046	24	6	6	0	2	2	12.36	18.98	2	2	NA	18.81	1	0	9	1	19.4	13.5	11.9	6.2	19.7
2010	EX_19	Hiruela	EJ0342	wz318569	23	5	5	0	4	2	11.81	19.14	2	2	NA	19.01	5	0	14	1	19.9	13.5	11.9	6.2	19.7
2010	EX_20	Hiruela	zz318906	FV4068	22	5	5	0	2	2	11.81	18.98	3	2	NA	19.14	0	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	EX_0	Hiruela	FV4048	KH0047	24	5	5	0	3	2	12.13	19.03	1	1	NA	19.48	0	0	0	0	18.7	13.5	11.9	6.2	19.7
2010	2_MT	Montesclaros	FV4612	KH0006	24	5	5	0	1	1	11.55	20.08	2	2	NA	18.88	25	1	0	0	19.1	13.5	11.9	6.2	19.7
2010	3_MT	Montesclaros	CX6321	wz318449	24	6	5	1	8	2	11.36	18.87	4	2	NA	18.57	36	1	0	0	19.4	13.5	11.9	6.2	19.7
2010	4_MT	Montesclaros	FV4219	KH0057	26	5	0	5	1	1	11.45	18.63	1	1	NA	18.8	NA	NA	0	0	19.1	13.5	11.9	6.2	19.7
2010	6_MT	Montesclaros	FC1596	FC1071	24	6	6	0	3	2	11.72	19.19	3	2	NA	20.22	0	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	7_MT	Montesclaros	FC1468	FC1736	23	6	6	0	3	2	11.43	19.68	3	2	NA	19.88	3	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	8_MT	Montesclaros	FC1637	FC1246	28	5	4	0	3	2	12.33	19.11	4	2	NA	19.93	25	1	0	0	18.3	13.5	11.9	6.2	19.7
2010	9_MT	Montesclaros	FV4412	FV4606	23	6	0	NA	1	1	12.48	20.41	3	2	NA	19.84	1000	1	0	0	19.7	13.5	11.9	6.2	19.7
2010	10_MT	Montesclaros	FV4584	FV4129	30	5	4	1	1	1	11.89	20.32	1	1	NA	18.89	230	1	0	0	16.8	13.5	11.9	6.2	19.7
2010	11_MT	Montesclaros	zz318513	FV4631	24	6	6	0	2	2	12.59	19.3	2	2	NA	18.96	0	0	0	0	18.9	13.5	11.9	6.2	19.7
2010	12_MT	Montesclaros	FC1404	EJ0338	26	3	3	0	4	2	12.12	18.93	4	2	NA	19.84	0	0	0	0	18.7	13.5	11.9	6.2	19.7
2010	15_MT	Montesclaros	EJ0274	KH0056	25	6	6	0	4	2	12.52	18.91	2	2	NA	19.28	0	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	17_MT	Montesclaros	EJ0335	FC1525	25	6	6	0	4	2	11.81	18.74	5	2	NA	19.93	0	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	19_MT	Montesclaros	FC1347	FC1379	21	4	2	1	3	2	12.23	18.6	3	2	NA	19.85	0	0	0	0	20.1	13.5	11.9	6.2	19.7
2010	20_MT	Montesclaros	FC1726	KH0007	24	6	6	0	3	2	12.03	19.42	2	2	NA	19.48	0	0	0	0	18.9	13.5	11.9	6.2	19.7
2010	20R_MT	Montesclaros	FV4071	EA1551	27	5	4	0	3	2	12.14	20.18	5	2	NA	19.02	2	0	0	0	18.8	13.5	11.9	6.2	19.7
2010	20P_MT	Montesclaros	EJ0522	L969663	23	6	6	0	4	2	12.35	19.53	7	2	NA	19.94	0	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	21_MT	Montesclaros	NA	NA	27	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.2	13.5	11.9	6.2	19.7
2010	24_MT	Montesclaros	zz318557	FC1578	31	4	4	0	2	2	12.08	18.32	3	2	NA	18.94	17	1	0	0	16.8	13.5	11.9	6.2	19.7
2010	25_MT	Montesclaros	FC1077	FV4293	25	5	5	0	3	2	11.41	19.32	1	1	NA	20	5	0	0	0	18.9	13.5	11.9	6.2	19.7
2010	27_MT	Montesclaros	FV4572	O45279	25	5	4	0	1	1	11.94	19.4	2	2	NA	20.14	2	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	29_MT	Montesclaros	EJ0559	EJ0560	36	4	2	0	4	2	NA	NA	4	2	NA	18.96	0	0	NA	NA	15.3	13.5	11.9	6.2	19.7
2010	30_MT	Montesclaros	CX6466	KH0058	26	5	5	0	6	2	11.42	18.67	2	2	NA	19.48	19	1	1	1	19.1	13.5	11.9	6.2	19.7
2010	33_MT	Montesclaros	FV4101	FV4331	45	4	3	0	1	1	11.84	19.56	1	1	NA	20.5	NA	NA	NA	NA	20.2	13.5	11.9	6.2	19.7
2010	35_MT	Montesclaros	FC1574	FC1340	26	5	5	0	5	2	12.4	20.33	3	2	NA	19.8	0	0	0	0	19.1	13.5	11.9	6.2	19.7
2010	36_MT	Montesclaros	zz318579	wz318514	23	6	6	0	2	2	12.95	20.34	2	2	NA	19.64	0	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	38_MT	Montesclaros	O45300	wz318575	24	6	5	1	4	2	12.64	19.98	4	2	NA	20.16	1	0	0	0	19.4	13.5	11.9	6.2	19.7
2010	39_MT	Montesclaros	NA	FV4223	28	5	4	0	NA	NA	NA	NA	1	1	NA	19.8	3	0	0	0	17.5	13.5	11.9	6.2	19.7
2010	39B_MT	Montesclaros	FV4054	KH0008	21	5	4	0	3	2	12.48	19.24	2	2	NA	18.31	0	0	7	1	20	13.5	11.9	6.2	19.7
2010	40_MT	Montesclaros	FC1349	FV4591	26	4	4	0	3	2	11.13	18.26	1	1	NA	NA	0	0	0	0	18.9	13.5	11.9	6.2	19.7
2010	44_MT	Montesclaros	FC1523	EA8788	22	5	0	NA	4	2	11.7	17.99	2	2	NA	18.91	NA	NA	NA	NA	20.3	13.5	11.9	6.2	19.7
2010	45_MT	Montesclaros	FC1696	KH0005	27	5	5	0	3	2	11.78	19.17	2	2	NA	18.91	0	0	0	0	18.8	13.5	11.9	6.2	19.7
2010	46_MT	Montesclaros	FV4510	KH0059	25	5	2	0	1	1	11.59	18.8	2	2	NA	19.2	0	0	2	1	18.9	13.5	11.9	6.2	19.7
2010	48_MT	Montesclaros	FV4070	wz318552	22	6	6	0	3	2	12.12	19.79	2	2	NA	19.58	0	0	0	0	19.9	13.5	11.9	6.2	19.7
2010	51_MT	Montesclaros	zz318713	O45477	25	6	6	0	4	2	11.66	19.5	4	2	NA	19.72	6	0	0	0	19.6	13.5	11.9	6.2	19.7
2010	52_MT	Montesclaros	FV4104	FV4285	25	5	5	0	1	1	11.01	19.35	1	1	NA	19.5	2	0	2	1	19.4	13.5	11.9	6.2	19.7
2010	53_MT	Montesclaros	NA	FV4289	34	4	1	3	NA	NA	NA	NA	1	1	NA	19.87	0	0	1	1	15.3	13.5	11.9	6.2	19.7
2010	54_MT	Montesclaros	O45377	O45363	23	6	6	0	2	2	11.69	19.14	3	2	NA	18.22	20	1	0	0	19.7	13.5	11.9	6.2	19.7
2010	56_MT	Montesclaros	NA	O45468	28	5	3	0	NA	NA	NA	NA	2	2	NA	18.54	1	0	1	1	18.3	13.5	11.9	6.2	19.7
2010	59_MT	Montesclaros	FV4334	FC1394	49	4	NA	NA	1	1	12.1	20.06	3	2	NA	18.93	NA	NA	5	1	22.1	13.5	11.9	6.2	19.7
2010	60_MT	Montesclaros	FV4393	FV4509	22	5	4	1	1	1	11.67	19.35	1	1	NA	19.63	0	0	0	0	20.3	13.5	11.9	6.2	19.7
2010	61_MT	Montesclaros	FC1526	FC1082	25	6	5	0	5	2	12.12	20.02	3	2	NA	19.77	4	0	5	1	19.6	13.5	11.9	6.2	19.7
2010	62_MT	Montesclaros	O45268	KH0020	25	5	5	0	2	2	12.29	19.09	1	1	NA	18.74	7	0	0	0	20	13.5	11.9	6.2	19.7
2010	65_MT	Montesclaros	KH0011	FC1269	22	6	5	0	2	2	12.74	18.72	3	2	NA	19.5	0	0	0	0	19.9	13.5	11.9	6.2	19.7
2010	68_MT	Montesclaros	NA	KH0543	50	3	3	0	NA	NA	NA	NA	1	1	NA	20.41	NA	NA	1	1	22.1	13.5	11.9	6.2	19.7
2010	M1_MT	Montesclaros	zz318748	EJ0156	23	6	6	0	4	2	12.18	19.9	4	2	NA	18.91	0	0	0	0	19.7	13.5	11.9	6.2	19.7
2010	M3_MT	Montesclaros	FC1689	EJ0432	22	6	4	0	3	2	11.83	19.34	4	2	NA	18.77	0	0	0	0	19.9	13.5	11.9	6.2	19.7
2010	M4_MT	Montesclaros	KH0019	EJ0395	22	6	4	1	2	2	11.84	18.73	4	2	NA	18.77	0	0	0	0	19.9	13.5	11.9	6.2	19.7
2010	A_MT	Montesclaros	zz318491	FC1079	20	6	4	1	2	2	12.14	18.23	3	2	NA	19.4	0	0	0	0	20.3	13.5	11.9	6.2	19.7
2010	C_MT	Montesclaros	FC1706	NA	28	5	NA	NA	3	2	13.27	18.78	NA	NA	NA	NA	NA	NA	NA	NA	18.3	13.5	11.9	6.2	19.7
2010	E_MT	Montesclaros	KH0026	KH0027	25	5	5	0	2	2	11.59	18.8	1	1	NA	19.48	2	0	0	0	20	13.5	11.9	6.2	19.7
